value,age,year,month,period,name,type
2380.942106666667,35.333333333333336,2021,5,2,Aaron_tax,expense
1099.9944666666668,35.333333333333336,2021,5,2,Aaron Retirement Match,income
405.83830000000006,35.333333333333336,2021,5,2,Amanda Retirement Match,income
8116.7961000000005,35.333333333333336,2021,5,2,Amanda,income
1623.3592200000003,35.333333333333336,2021,5,2,Amanda_tax,expense
349.3807333333334,35.333333333333336,2021,5,2,health insurance,expense
100.33333333333334,35.333333333333336,2021,5,2,health care,expense
32.608333333333334,35.333333333333336,2021,5,2,disability,expense
64.715,35.333333333333336,2021,5,2,Amanda FERS Retirement,expense
334.4411,35.333333333333336,2021,5,2,529 clara,expense
334.4411,35.333333333333336,2021,5,2,529 emily,expense
250.83333333333334,35.333333333333336,2021,5,2,clara summer camp,expense
200.66666666666669,35.333333333333336,2021,5,2,home maintanence,expense
1204.0,35.333333333333336,2021,5,2,tithe,expense
1705.6666666666667,35.333333333333336,2021,5,2,bills,expense
1382.5933333333335,35.333333333333336,2021,5,2,emily day care,expense
1705.6666666666667,35.333333333333336,2021,5,2,spending,expense
3174.46,35.333333333333336,2021,5,2,mortgage,expense
500.0,35.333333333333336,2021,5,2,land,expense
4667.407858148868,35.416666666666664,2021,6,3,balance_appreciation,income
11924.485799999999,35.416666666666664,2021,6,3,Aaron,income
2384.89716,35.416666666666664,2021,6,3,Aaron_tax,expense
1101.8216999999997,35.416666666666664,2021,6,3,Aaron Retirement Match,income
406.51244999999994,35.416666666666664,2021,6,3,Amanda Retirement Match,income
8130.279149999999,35.416666666666664,2021,6,3,Amanda,income
1626.05583,35.416666666666664,2021,6,3,Amanda_tax,expense
349.9611,35.416666666666664,2021,6,3,health insurance,expense
100.49999999999999,35.416666666666664,2021,6,3,health care,expense
32.662499999999994,35.416666666666664,2021,6,3,disability,expense
64.82249999999999,35.416666666666664,2021,6,3,Amanda FERS Retirement,expense
334.99664999999993,35.416666666666664,2021,6,3,529 clara,expense
334.99664999999993,35.416666666666664,2021,6,3,529 emily,expense
251.24999999999997,35.416666666666664,2021,6,3,clara summer camp,expense
200.99999999999997,35.416666666666664,2021,6,3,home maintanence,expense
1205.9999999999998,35.416666666666664,2021,6,3,tithe,expense
1708.4999999999998,35.416666666666664,2021,6,3,bills,expense
1384.8899999999999,35.416666666666664,2021,6,3,emily day care,expense
1708.4999999999998,35.416666666666664,2021,6,3,spending,expense
3174.46,35.416666666666664,2021,6,3,mortgage,expense
500.0,35.416666666666664,2021,6,3,land,expense
4730.798776463071,35.5,2021,7,4,balance_appreciation,income
11944.261066666666,35.5,2021,7,4,Aaron,income
2388.852213333333,35.5,2021,7,4,Aaron_tax,expense
1103.6489333333332,35.5,2021,7,4,Aaron Retirement Match,income
407.1866,35.5,2021,7,4,Amanda Retirement Match,income
8143.762199999999,35.5,2021,7,4,Amanda,income
1628.75244,35.5,2021,7,4,Amanda_tax,expense
350.5414666666667,35.5,2021,7,4,health insurance,expense
100.66666666666666,35.5,2021,7,4,health care,expense
32.71666666666666,35.5,2021,7,4,disability,expense
64.92999999999999,35.5,2021,7,4,Amanda FERS Retirement,expense
335.55219999999997,35.5,2021,7,4,529 clara,expense
335.55219999999997,35.5,2021,7,4,529 emily,expense
251.66666666666666,35.5,2021,7,4,clara summer camp,expense
201.33333333333331,35.5,2021,7,4,home maintanence,expense
1208.0,35.5,2021,7,4,tithe,expense
1711.3333333333333,35.5,2021,7,4,bills,expense
1387.1866666666665,35.5,2021,7,4,emily day care,expense
1711.3333333333333,35.5,2021,7,4,spending,expense
3174.46,35.5,2021,7,4,mortgage,expense
500.0,35.5,2021,7,4,land,expense
4794.654995403549,35.583333333333336,2021,8,5,balance_appreciation,income
11964.036333333333,35.583333333333336,2021,8,5,Aaron,income
2392.8072666666667,35.583333333333336,2021,8,5,Aaron_tax,expense
1105.4761666666666,35.583333333333336,2021,8,5,Aaron Retirement Match,income
407.86075,35.583333333333336,2021,8,5,Amanda Retirement Match,income
8157.24525,35.583333333333336,2021,8,5,Amanda,income
1631.4490500000002,35.583333333333336,2021,8,5,Amanda_tax,expense
351.12183333333337,35.583333333333336,2021,8,5,health insurance,expense
100.83333333333333,35.583333333333336,2021,8,5,health care,expense
32.770833333333336,35.583333333333336,2021,8,5,disability,expense
65.0375,35.583333333333336,2021,8,5,Amanda FERS Retirement,expense
336.10774999999995,35.583333333333336,2021,8,5,529 clara,expense
336.10774999999995,35.583333333333336,2021,8,5,529 emily,expense
252.08333333333331,35.583333333333336,2021,8,5,clara summer camp,expense
201.66666666666666,35.583333333333336,2021,8,5,home maintanence,expense
1210.0,35.583333333333336,2021,8,5,tithe,expense
1714.1666666666665,35.583333333333336,2021,8,5,bills,expense
1389.4833333333333,35.583333333333336,2021,8,5,emily day care,expense
1714.1666666666665,35.583333333333336,2021,8,5,spending,expense
3174.46,35.583333333333336,2021,8,5,mortgage,expense
500.0,35.583333333333336,2021,8,5,land,expense
4858.979229223961,35.666666666666664,2021,9,6,balance_appreciation,income
11983.811599999999,35.666666666666664,2021,9,6,Aaron,income
2396.76232,35.666666666666664,2021,9,6,Aaron_tax,expense
1107.3034,35.666666666666664,2021,9,6,Aaron Retirement Match,income
408.5349,35.666666666666664,2021,9,6,Amanda Retirement Match,income
8170.7283,35.666666666666664,2021,9,6,Amanda,income
1634.1456600000001,35.666666666666664,2021,9,6,Amanda_tax,expense
351.7022,35.666666666666664,2021,9,6,health insurance,expense
101.0,35.666666666666664,2021,9,6,health care,expense
32.825,35.666666666666664,2021,9,6,disability,expense
65.145,35.666666666666664,2021,9,6,Amanda FERS Retirement,expense
336.6633,35.666666666666664,2021,9,6,529 clara,expense
336.6633,35.666666666666664,2021,9,6,529 emily,expense
252.5,35.666666666666664,2021,9,6,clara summer camp,expense
202.0,35.666666666666664,2021,9,6,home maintanence,expense
1212.0,35.666666666666664,2021,9,6,tithe,expense
1717.0,35.666666666666664,2021,9,6,bills,expense
1391.78,35.666666666666664,2021,9,6,emily day care,expense
1717.0,35.666666666666664,2021,9,6,spending,expense
3174.46,35.666666666666664,2021,9,6,mortgage,expense
500.0,35.666666666666664,2021,9,6,land,expense
4923.7742080111,35.75,2021,10,7,balance_appreciation,income
12003.586866666667,35.75,2021,10,7,Aaron,income
2400.7173733333334,35.75,2021,10,7,Aaron_tax,expense
1109.1306333333332,35.75,2021,10,7,Aaron Retirement Match,income
409.20905000000005,35.75,2021,10,7,Amanda Retirement Match,income
8184.2113500000005,35.75,2021,10,7,Amanda,income
1636.84227,35.75,2021,10,7,Amanda_tax,expense
352.2825666666667,35.75,2021,10,7,health insurance,expense
101.16666666666667,35.75,2021,10,7,health care,expense
32.87916666666667,35.75,2021,10,7,disability,expense
65.2525,35.75,2021,10,7,Amanda FERS Retirement,expense
337.21885,35.75,2021,10,7,529 clara,expense
337.21885,35.75,2021,10,7,529 emily,expense
252.91666666666669,35.75,2021,10,7,clara summer camp,expense
202.33333333333334,35.75,2021,10,7,home maintanence,expense
1214.0,35.75,2021,10,7,tithe,expense
1719.8333333333335,35.75,2021,10,7,bills,expense
1394.0766666666668,35.75,2021,10,7,emily day care,expense
1719.8333333333335,35.75,2021,10,7,spending,expense
3174.46,35.75,2021,10,7,mortgage,expense
500.0,35.75,2021,10,7,land,expense
4989.042677777276,35.833333333333336,2021,11,8,balance_appreciation,income
12023.362133333334,35.833333333333336,2021,11,8,Aaron,income
2404.672426666667,35.833333333333336,2021,11,8,Aaron_tax,expense
1110.9578666666666,35.833333333333336,2021,11,8,Aaron Retirement Match,income
409.88320000000004,35.833333333333336,2021,11,8,Amanda Retirement Match,income
8197.6944,35.833333333333336,2021,11,8,Amanda,income
1639.53888,35.833333333333336,2021,11,8,Amanda_tax,expense
352.8629333333334,35.833333333333336,2021,11,8,health insurance,expense
101.33333333333334,35.833333333333336,2021,11,8,health care,expense
32.93333333333334,35.833333333333336,2021,11,8,disability,expense
65.36,35.833333333333336,2021,11,8,Amanda FERS Retirement,expense
337.7744,35.833333333333336,2021,11,8,529 clara,expense
337.7744,35.833333333333336,2021,11,8,529 emily,expense
253.33333333333334,35.833333333333336,2021,11,8,clara summer camp,expense
202.66666666666669,35.833333333333336,2021,11,8,home maintanence,expense
1216.0,35.833333333333336,2021,11,8,tithe,expense
1722.6666666666667,35.833333333333336,2021,11,8,bills,expense
1396.3733333333334,35.833333333333336,2021,11,8,emily day care,expense
1722.6666666666667,35.833333333333336,2021,11,8,spending,expense
3174.46,35.833333333333336,2021,11,8,mortgage,expense
500.0,35.833333333333336,2021,11,8,land,expense
5054.7874005532,35.916666666666664,2021,12,9,balance_appreciation,income
12043.137399999998,35.916666666666664,2021,12,9,Aaron,income
2408.6274799999997,35.916666666666664,2021,12,9,Aaron_tax,expense
1112.7850999999998,35.916666666666664,2021,12,9,Aaron Retirement Match,income
410.55735,35.916666666666664,2021,12,9,Amanda Retirement Match,income
8211.17745,35.916666666666664,2021,12,9,Amanda,income
1642.23549,35.916666666666664,2021,12,9,Amanda_tax,expense
353.4433,35.916666666666664,2021,12,9,health insurance,expense
101.49999999999999,35.916666666666664,2021,12,9,health care,expense
32.9875,35.916666666666664,2021,12,9,disability,expense
65.46749999999999,35.916666666666664,2021,12,9,Amanda FERS Retirement,expense
338.32994999999994,35.916666666666664,2021,12,9,529 clara,expense
338.32994999999994,35.916666666666664,2021,12,9,529 emily,expense
253.74999999999997,35.916666666666664,2021,12,9,clara summer camp,expense
202.99999999999997,35.916666666666664,2021,12,9,home maintanence,expense
1217.9999999999998,35.916666666666664,2021,12,9,tithe,expense
1725.4999999999998,35.916666666666664,2021,12,9,bills,expense
1398.6699999999998,35.916666666666664,2021,12,9,emily day care,expense
1725.4999999999998,35.916666666666664,2021,12,9,spending,expense
3174.46,35.916666666666664,2021,12,9,mortgage,expense
500.0,35.916666666666664,2021,12,9,land,expense
5121.011154481426,36.0,2022,1,10,balance_appreciation,income
12062.912666666665,36.0,2022,1,10,Aaron,income
2412.5825333333332,36.0,2022,1,10,Aaron_tax,expense
1114.6123333333333,36.0,2022,1,10,Aaron Retirement Match,income
411.2315,36.0,2022,1,10,Amanda Retirement Match,income
8224.6605,36.0,2022,1,10,Amanda,income
1644.9321,36.0,2022,1,10,Amanda_tax,expense
354.02366666666666,36.0,2022,1,10,health insurance,expense
101.66666666666666,36.0,2022,1,10,health care,expense
33.041666666666664,36.0,2022,1,10,disability,expense
65.575,36.0,2022,1,10,Amanda FERS Retirement,expense
338.8855,36.0,2022,1,10,529 clara,expense
338.8855,36.0,2022,1,10,529 emily,expense
254.16666666666666,36.0,2022,1,10,clara summer camp,expense
203.33333333333331,36.0,2022,1,10,home maintanence,expense
1220.0,36.0,2022,1,10,tithe,expense
1728.3333333333333,36.0,2022,1,10,bills,expense
1400.9666666666667,36.0,2022,1,10,emily day care,expense
1728.3333333333333,36.0,2022,1,10,spending,expense
3174.46,36.0,2022,1,10,mortgage,expense
500.0,36.0,2022,1,10,land,expense
5187.716733910346,36.083333333333336,2022,2,11,balance_appreciation,income
12082.687933333333,36.083333333333336,2022,2,11,Aaron,income
2416.537586666667,36.083333333333336,2022,2,11,Aaron_tax,expense
1116.4395666666665,36.083333333333336,2022,2,11,Aaron Retirement Match,income
411.90565,36.083333333333336,2022,2,11,Amanda Retirement Match,income
8238.143549999999,36.083333333333336,2022,2,11,Amanda,income
1647.62871,36.083333333333336,2022,2,11,Amanda_tax,expense
354.60403333333335,36.083333333333336,2022,2,11,health insurance,expense
101.83333333333333,36.083333333333336,2022,2,11,health care,expense
33.09583333333333,36.083333333333336,2022,2,11,disability,expense
65.6825,36.083333333333336,2022,2,11,Amanda FERS Retirement,expense
339.44104999999996,36.083333333333336,2022,2,11,529 clara,expense
339.44104999999996,36.083333333333336,2022,2,11,529 emily,expense
254.58333333333331,36.083333333333336,2022,2,11,clara summer camp,expense
203.66666666666666,36.083333333333336,2022,2,11,home maintanence,expense
1222.0,36.083333333333336,2022,2,11,tithe,expense
1731.1666666666667,36.083333333333336,2022,2,11,bills,expense
1403.2633333333333,36.083333333333336,2022,2,11,emily day care,expense
1731.1666666666667,36.083333333333336,2022,2,11,spending,expense
3174.46,36.083333333333336,2022,2,11,mortgage,expense
500.0,36.083333333333336,2022,2,11,land,expense
5254.906949488712,36.166666666666664,2022,3,12,balance_appreciation,income
12102.4632,36.166666666666664,2022,3,12,Aaron,income
2420.49264,36.166666666666664,2022,3,12,Aaron_tax,expense
1118.2667999999999,36.166666666666664,2022,3,12,Aaron Retirement Match,income
412.57980000000003,36.166666666666664,2022,3,12,Amanda Retirement Match,income
8251.6266,36.166666666666664,2022,3,12,Amanda,income
1650.32532,36.166666666666664,2022,3,12,Amanda_tax,expense
355.18440000000004,36.166666666666664,2022,3,12,health insurance,expense
102.0,36.166666666666664,2022,3,12,health care,expense
33.15,36.166666666666664,2022,3,12,disability,expense
65.79,36.166666666666664,2022,3,12,Amanda FERS Retirement,expense
339.9966,36.166666666666664,2022,3,12,529 clara,expense
339.9966,36.166666666666664,2022,3,12,529 emily,expense
255.0,36.166666666666664,2022,3,12,clara summer camp,expense
204.0,36.166666666666664,2022,3,12,home maintanence,expense
1224.0,36.166666666666664,2022,3,12,tithe,expense
1734.0,36.166666666666664,2022,3,12,bills,expense
1405.56,36.166666666666664,2022,3,12,emily day care,expense
1734.0,36.166666666666664,2022,3,12,spending,expense
3174.46,36.166666666666664,2022,3,12,mortgage,expense
500.0,36.166666666666664,2022,3,12,land,expense
5322.584628260729,36.25,2022,4,13,balance_appreciation,income
12122.238466666668,36.25,2022,4,13,Aaron,income
2424.4476933333335,36.25,2022,4,13,Aaron_tax,expense
1120.0940333333333,36.25,2022,4,13,Aaron Retirement Match,income
413.25395000000003,36.25,2022,4,13,Amanda Retirement Match,income
8265.10965,36.25,2022,4,13,Amanda,income
1653.02193,36.25,2022,4,13,Amanda_tax,expense
355.76476666666673,36.25,2022,4,13,health insurance,expense
102.16666666666667,36.25,2022,4,13,health care,expense
33.204166666666666,36.25,2022,4,13,disability,expense
65.89750000000001,36.25,2022,4,13,Amanda FERS Retirement,expense
340.55215,36.25,2022,4,13,529 clara,expense
340.55215,36.25,2022,4,13,529 emily,expense
255.41666666666669,36.25,2022,4,13,clara summer camp,expense
204.33333333333334,36.25,2022,4,13,home maintanence,expense
1226.0,36.25,2022,4,13,tithe,expense
1736.8333333333335,36.25,2022,4,13,bills,expense
1407.8566666666668,36.25,2022,4,13,emily day care,expense
1736.8333333333335,36.25,2022,4,13,spending,expense
3174.46,36.25,2022,4,13,mortgage,expense
500.0,36.25,2022,4,13,land,expense
5390.752613761694,36.333333333333336,2022,5,14,balance_appreciation,income
12142.013733333335,36.333333333333336,2022,5,14,Aaron,income
2428.402746666667,36.333333333333336,2022,5,14,Aaron_tax,expense
1121.9212666666667,36.333333333333336,2022,5,14,Aaron Retirement Match,income
413.92810000000003,36.333333333333336,2022,5,14,Amanda Retirement Match,income
8278.592700000001,36.333333333333336,2022,5,14,Amanda,income
1655.7185400000003,36.333333333333336,2022,5,14,Amanda_tax,expense
356.3451333333334,36.333333333333336,2022,5,14,health insurance,expense
102.33333333333334,36.333333333333336,2022,5,14,health care,expense
33.25833333333334,36.333333333333336,2022,5,14,disability,expense
66.00500000000001,36.333333333333336,2022,5,14,Amanda FERS Retirement,expense
341.1077,36.333333333333336,2022,5,14,529 clara,expense
341.1077,36.333333333333336,2022,5,14,529 emily,expense
255.83333333333337,36.333333333333336,2022,5,14,clara summer camp,expense
204.66666666666669,36.333333333333336,2022,5,14,home maintanence,expense
1228.0,36.333333333333336,2022,5,14,tithe,expense
1739.6666666666667,36.333333333333336,2022,5,14,bills,expense
1410.1533333333334,36.333333333333336,2022,5,14,emily day care,expense
1739.6666666666667,36.333333333333336,2022,5,14,spending,expense
3174.46,36.333333333333336,2022,5,14,mortgage,expense
500.0,36.333333333333336,2022,5,14,land,expense
5459.413766114192,36.416666666666664,2022,6,15,balance_appreciation,income
12161.788999999999,36.416666666666664,2022,6,15,Aaron,income
2432.3577999999998,36.416666666666664,2022,6,15,Aaron_tax,expense
1123.7485,36.416666666666664,2022,6,15,Aaron Retirement Match,income
414.60224999999997,36.416666666666664,2022,6,15,Amanda Retirement Match,income
8292.07575,36.416666666666664,2022,6,15,Amanda,income
1658.41515,36.416666666666664,2022,6,15,Amanda_tax,expense
356.9255,36.416666666666664,2022,6,15,health insurance,expense
102.49999999999999,36.416666666666664,2022,6,15,health care,expense
33.3125,36.416666666666664,2022,6,15,disability,expense
66.1125,36.416666666666664,2022,6,15,Amanda FERS Retirement,expense
341.66324999999995,36.416666666666664,2022,6,15,529 clara,expense
341.66324999999995,36.416666666666664,2022,6,15,529 emily,expense
256.25,36.416666666666664,2022,6,15,clara summer camp,expense
204.99999999999997,36.416666666666664,2022,6,15,home maintanence,expense
1230.0,36.416666666666664,2022,6,15,tithe,expense
1742.4999999999998,36.416666666666664,2022,6,15,bills,expense
1412.4499999999998,36.416666666666664,2022,6,15,emily day care,expense
1742.4999999999998,36.416666666666664,2022,6,15,spending,expense
3174.46,36.416666666666664,2022,6,15,mortgage,expense
500.0,36.416666666666664,2022,6,15,land,expense
5528.570962124858,36.5,2022,7,16,balance_appreciation,income
12181.564266666666,36.5,2022,7,16,Aaron,income
2436.3128533333334,36.5,2022,7,16,Aaron_tax,expense
1125.5757333333331,36.5,2022,7,16,Aaron Retirement Match,income
415.27639999999997,36.5,2022,7,16,Amanda Retirement Match,income
8305.558799999999,36.5,2022,7,16,Amanda,income
1661.1117599999998,36.5,2022,7,16,Amanda_tax,expense
357.5058666666667,36.5,2022,7,16,health insurance,expense
102.66666666666666,36.5,2022,7,16,health care,expense
33.36666666666667,36.5,2022,7,16,disability,expense
66.22,36.5,2022,7,16,Amanda FERS Retirement,expense
342.2188,36.5,2022,7,16,529 clara,expense
342.2188,36.5,2022,7,16,529 emily,expense
256.66666666666663,36.5,2022,7,16,clara summer camp,expense
205.33333333333331,36.5,2022,7,16,home maintanence,expense
1232.0,36.5,2022,7,16,tithe,expense
1745.3333333333333,36.5,2022,7,16,bills,expense
1414.7466666666667,36.5,2022,7,16,emily day care,expense
1745.3333333333333,36.5,2022,7,16,spending,expense
3174.46,36.5,2022,7,16,mortgage,expense
500.0,36.5,2022,7,16,land,expense
5598.227095381697,36.583333333333336,2022,8,17,balance_appreciation,income
12201.339533333334,36.583333333333336,2022,8,17,Aaron,income
2440.267906666667,36.583333333333336,2022,8,17,Aaron_tax,expense
1127.4029666666665,36.583333333333336,2022,8,17,Aaron Retirement Match,income
415.95055,36.583333333333336,2022,8,17,Amanda Retirement Match,income
8319.04185,36.583333333333336,2022,8,17,Amanda,income
1663.80837,36.583333333333336,2022,8,17,Amanda_tax,expense
358.0862333333334,36.583333333333336,2022,8,17,health insurance,expense
102.83333333333333,36.583333333333336,2022,8,17,health care,expense
33.420833333333334,36.583333333333336,2022,8,17,disability,expense
66.3275,36.583333333333336,2022,8,17,Amanda FERS Retirement,expense
342.77434999999997,36.583333333333336,2022,8,17,529 clara,expense
342.77434999999997,36.583333333333336,2022,8,17,529 emily,expense
257.0833333333333,36.583333333333336,2022,8,17,clara summer camp,expense
205.66666666666666,36.583333333333336,2022,8,17,home maintanence,expense
1234.0,36.583333333333336,2022,8,17,tithe,expense
1748.1666666666667,36.583333333333336,2022,8,17,bills,expense
1417.0433333333333,36.583333333333336,2022,8,17,emily day care,expense
1748.1666666666667,36.583333333333336,2022,8,17,spending,expense
3174.46,36.583333333333336,2022,8,17,mortgage,expense
500.0,36.583333333333336,2022,8,17,land,expense
5668.38507635198,36.666666666666664,2022,9,18,balance_appreciation,income
12221.1148,36.666666666666664,2022,9,18,Aaron,income
2444.22296,36.666666666666664,2022,9,18,Aaron_tax,expense
1129.2302,36.666666666666664,2022,9,18,Aaron Retirement Match,income
416.6247,36.666666666666664,2022,9,18,Amanda Retirement Match,income
8332.5249,36.666666666666664,2022,9,18,Amanda,income
1666.5049800000002,36.666666666666664,2022,9,18,Amanda_tax,expense
358.6666,36.666666666666664,2022,9,18,health insurance,expense
103.0,36.666666666666664,2022,9,18,health care,expense
33.475,36.666666666666664,2022,9,18,disability,expense
66.435,36.666666666666664,2022,9,18,Amanda FERS Retirement,expense
343.3299,36.666666666666664,2022,9,18,529 clara,expense
343.3299,36.666666666666664,2022,9,18,529 emily,expense
257.5,36.666666666666664,2022,9,18,clara summer camp,expense
206.0,36.666666666666664,2022,9,18,home maintanence,expense
1236.0,36.666666666666664,2022,9,18,tithe,expense
1751.0,36.666666666666664,2022,9,18,bills,expense
1419.3400000000001,36.666666666666664,2022,9,18,emily day care,expense
1751.0,36.666666666666664,2022,9,18,spending,expense
3174.46,36.666666666666664,2022,9,18,mortgage,expense
500.0,36.666666666666664,2022,9,18,land,expense
5739.0478324807,36.75,2022,10,19,balance_appreciation,income
12240.890066666667,36.75,2022,10,19,Aaron,income
2448.1780133333336,36.75,2022,10,19,Aaron_tax,expense
1131.0574333333334,36.75,2022,10,19,Aaron Retirement Match,income
417.29885,36.75,2022,10,19,Amanda Retirement Match,income
8346.007950000001,36.75,2022,10,19,Amanda,income
1669.2015900000004,36.75,2022,10,19,Amanda_tax,expense
359.2469666666667,36.75,2022,10,19,health insurance,expense
103.16666666666667,36.75,2022,10,19,health care,expense
33.52916666666667,36.75,2022,10,19,disability,expense
66.5425,36.75,2022,10,19,Amanda FERS Retirement,expense
343.88545,36.75,2022,10,19,529 clara,expense
343.88545,36.75,2022,10,19,529 emily,expense
257.9166666666667,36.75,2022,10,19,clara summer camp,expense
206.33333333333334,36.75,2022,10,19,home maintanence,expense
1238.0,36.75,2022,10,19,tithe,expense
1753.8333333333335,36.75,2022,10,19,bills,expense
1421.6366666666668,36.75,2022,10,19,emily day care,expense
1753.8333333333335,36.75,2022,10,19,spending,expense
3174.46,36.75,2022,10,19,mortgage,expense
500.0,36.75,2022,10,19,land,expense
5810.218308289616,36.833333333333336,2022,11,20,balance_appreciation,income
12260.665333333334,36.833333333333336,2022,11,20,Aaron,income
2452.1330666666668,36.833333333333336,2022,11,20,Aaron_tax,expense
1132.8846666666666,36.833333333333336,2022,11,20,Aaron Retirement Match,income
417.97300000000007,36.833333333333336,2022,11,20,Amanda Retirement Match,income
8359.491,36.833333333333336,2022,11,20,Amanda,income
1671.8982,36.833333333333336,2022,11,20,Amanda_tax,expense
359.8273333333334,36.833333333333336,2022,11,20,health insurance,expense
103.33333333333334,36.833333333333336,2022,11,20,health care,expense
33.583333333333336,36.833333333333336,2022,11,20,disability,expense
66.65,36.833333333333336,2022,11,20,Amanda FERS Retirement,expense
344.44100000000003,36.833333333333336,2022,11,20,529 clara,expense
344.44100000000003,36.833333333333336,2022,11,20,529 emily,expense
258.33333333333337,36.833333333333336,2022,11,20,clara summer camp,expense
206.66666666666669,36.833333333333336,2022,11,20,home maintanence,expense
1240.0000000000002,36.833333333333336,2022,11,20,tithe,expense
1756.6666666666667,36.833333333333336,2022,11,20,bills,expense
1423.9333333333334,36.833333333333336,2022,11,20,emily day care,expense
1756.6666666666667,36.833333333333336,2022,11,20,spending,expense
3174.46,36.833333333333336,2022,11,20,mortgage,expense
500.0,36.833333333333336,2022,11,20,land,expense
5881.899465476861,36.916666666666664,2022,12,21,balance_appreciation,income
12280.440599999998,36.916666666666664,2022,12,21,Aaron,income
2456.08812,36.916666666666664,2022,12,21,Aaron_tax,expense
1134.7118999999998,36.916666666666664,2022,12,21,Aaron Retirement Match,income
418.64714999999995,36.916666666666664,2022,12,21,Amanda Retirement Match,income
8372.974049999999,36.916666666666664,2022,12,21,Amanda,income
1674.5948099999998,36.916666666666664,2022,12,21,Amanda_tax,expense
360.4077,36.916666666666664,2022,12,21,health insurance,expense
103.49999999999999,36.916666666666664,2022,12,21,health care,expense
33.637499999999996,36.916666666666664,2022,12,21,disability,expense
66.7575,36.916666666666664,2022,12,21,Amanda FERS Retirement,expense
344.99654999999996,36.916666666666664,2022,12,21,529 clara,expense
344.99654999999996,36.916666666666664,2022,12,21,529 emily,expense
258.75,36.916666666666664,2022,12,21,clara summer camp,expense
206.99999999999997,36.916666666666664,2022,12,21,home maintanence,expense
1242.0,36.916666666666664,2022,12,21,tithe,expense
1759.4999999999998,36.916666666666664,2022,12,21,bills,expense
1426.2299999999998,36.916666666666664,2022,12,21,emily day care,expense
1759.4999999999998,36.916666666666664,2022,12,21,spending,expense
3174.46,36.916666666666664,2022,12,21,mortgage,expense
500.0,36.916666666666664,2022,12,21,land,expense
5954.094283017143,37.0,2023,1,22,balance_appreciation,income
12300.215866666666,37.0,2023,1,22,Aaron,income
2460.0431733333335,37.0,2023,1,22,Aaron_tax,expense
1136.5391333333332,37.0,2023,1,22,Aaron Retirement Match,income
419.3213,37.0,2023,1,22,Amanda Retirement Match,income
8386.4571,37.0,2023,1,22,Amanda,income
1677.29142,37.0,2023,1,22,Amanda_tax,expense
360.98806666666667,37.0,2023,1,22,health insurance,expense
103.66666666666666,37.0,2023,1,22,health care,expense
33.69166666666666,37.0,2023,1,22,disability,expense
66.865,37.0,2023,1,22,Amanda FERS Retirement,expense
345.5521,37.0,2023,1,22,529 clara,expense
345.5521,37.0,2023,1,22,529 emily,expense
259.16666666666663,37.0,2023,1,22,clara summer camp,expense
207.33333333333331,37.0,2023,1,22,home maintanence,expense
